frame_id,timestamp,source,object_type,object_id,x,y,w,h,confidence,track_id
0,0.0,tracknet,ball,ball,,,,,0.0,
1,0.03333333333333333,tracknet,ball,ball,,,,,0.0,
2,0.06666666666666667,tracknet,ball,ball,,,,,0.0,
3,0.1,tracknet,ball,ball,,,,,0.0,
4,0.13333333333333333,tracknet,ball,ball,,,,,0.0,
5,0.16666666666666666,tracknet,ball,ball,,,,,0.0,
6,0.2,tracknet,ball,ball,,,,,0.0,
7,0.23333333333333334,tracknet,ball,ball,,,,,0.0,
8,0.26666666666666666,tracknet,ball,ball,,,,,0.0,
9,0.3,tracknet,ball,ball,,,,,0.0,
10,0.3333333333333333,tracknet,ball,ball,,,,,0.0,
11,0.36666666666666664,tracknet,ball,ball,,,,,0.0,
12,0.4,tracknet,ball,ball,,,,,0.0,
13,0.43333333333333335,tracknet,ball,ball,,,,,0.0,
14,0.4666666666666667,tracknet,ball,ball,,,,,0.0,
15,0.5,tracknet,ball,ball,,,,,0.0,
16,0.5333333333333333,tracknet,ball,ball,,,,,0.0,
17,0.5666666666666667,tracknet,ball,ball,,,,,0.0,
18,0.6,tracknet,ball,ball,,,,,0.0,
19,0.6333333333333333,tracknet,ball,ball,,,,,0.0,
20,0.6666666666666666,tracknet,ball,ball,,,,,0.0,
21,0.7,tracknet,ball,ball,,,,,0.0,
22,0.7333333333333333,tracknet,ball,ball,,,,,0.0,
23,0.7666666666666667,tracknet,ball,ball,,,,,0.0,
24,0.8,tracknet,ball,ball,,,,,0.0,
25,0.8333333333333334,tracknet,ball,ball,,,,,0.0,
26,0.8666666666666667,tracknet,ball,ball,,,,,0.0,
27,0.9,tracknet,ball,ball,,,,,0.0,
28,0.9333333333333333,tracknet,ball,ball,,,,,0.0,
29,0.9666666666666667,tracknet,ball,ball,,,,,0.0,
30,1.0,tracknet,ball,ball,,,,,0.0,
31,1.0333333333333334,tracknet,ball,ball,,,,,0.0,
32,1.0666666666666667,tracknet,ball,ball,,,,,0.0,
33,1.1,tracknet,ball,ball,,,,,0.0,
34,1.1333333333333333,tracknet,ball,ball,,,,,0.0,
35,1.1666666666666667,tracknet,ball,ball,,,,,0.0,
36,1.2,tracknet,ball,ball,,,,,0.0,
37,1.2333333333333334,tracknet,ball,ball,,,,,0.0,
38,1.2666666666666666,tracknet,ball,ball,,,,,0.0,
39,1.3,tracknet,ball,ball,,,,,0.0,
40,1.3333333333333333,tracknet,ball,ball,,,,,0.0,
41,1.3666666666666667,tracknet,ball,ball,,,,,0.0,
42,1.4,tracknet,ball,ball,,,,,0.0,
43,1.4333333333333333,tracknet,ball,ball,,,,,0.0,
44,1.4666666666666666,tracknet,ball,ball,,,,,0.0,
45,1.5,tracknet,ball,ball,,,,,0.0,
46,1.5333333333333334,tracknet,ball,ball,,,,,0.0,
47,1.5666666666666667,tracknet,ball,ball,,,,,0.0,
48,1.6,tracknet,ball,ball,,,,,0.0,
49,1.6333333333333333,tracknet,ball,ball,,,,,0.0,
50,1.6666666666666667,tracknet,ball,ball,,,,,0.0,
51,1.7,tracknet,ball,ball,,,,,0.0,
52,1.7333333333333334,tracknet,ball,ball,,,,,0.0,
53,1.7666666666666666,tracknet,ball,ball,,,,,0.0,
54,1.8,tracknet,ball,ball,,,,,0.0,
55,1.8333333333333333,tracknet,ball,ball,,,,,0.0,
56,1.8666666666666667,tracknet,ball,ball,,,,,0.0,
57,1.9,tracknet,ball,ball,,,,,0.0,
58,1.9333333333333333,tracknet,ball,ball,,,,,0.0,
59,1.9666666666666666,tracknet,ball,ball,,,,,0.0,
60,2.0,tracknet,ball,ball,,,,,0.0,
61,2.033333333333333,tracknet,ball,ball,,,,,0.0,
62,2.066666666666667,tracknet,ball,ball,,,,,0.0,
63,2.1,tracknet,ball,ball,,,,,0.0,
64,2.1333333333333333,tracknet,ball,ball,,,,,0.0,
65,2.1666666666666665,tracknet,ball,ball,,,,,0.0,
66,2.2,tracknet,ball,ball,,,,,0.0,
67,2.2333333333333334,tracknet,ball,ball,,,,,0.0,
68,2.2666666666666666,tracknet,ball,ball,,,,,0.0,
69,2.3,tracknet,ball,ball,,,,,0.0,
70,2.3333333333333335,tracknet,ball,ball,,,,,0.0,
71,2.3666666666666667,tracknet,ball,ball,,,,,0.0,
72,2.4,tracknet,ball,ball,,,,,0.0,
73,2.433333333333333,tracknet,ball,ball,,,,,0.0,
74,2.466666666666667,tracknet,ball,ball,,,,,0.0,
75,2.5,tracknet,ball,ball,,,,,0.0,
76,2.533333333333333,tracknet,ball,ball,,,,,0.0,
77,2.566666666666667,tracknet,ball,ball,,,,,0.0,
78,2.6,tracknet,ball,ball,,,,,0.0,
79,2.6333333333333333,tracknet,ball,ball,,,,,0.0,
80,2.6666666666666665,tracknet,ball,ball,,,,,0.0,
81,2.7,tracknet,ball,ball,,,,,0.0,
82,2.7333333333333334,tracknet,ball,ball,,,,,0.0,
83,2.7666666666666666,tracknet,ball,ball,,,,,0.0,
84,2.8,tracknet,ball,ball,,,,,0.0,
85,2.8333333333333335,tracknet,ball,ball,,,,,0.0,
86,2.8666666666666667,tracknet,ball,ball,1160,577,,,1.0,
87,2.9,tracknet,ball,ball,1160,578,,,1.0,
88,2.933333333333333,tracknet,ball,ball,1156,553,,,1.0,
89,2.966666666666667,tracknet,ball,ball,1154,532,,,1.0,
90,3.0,tracknet,ball,ball,1151,513,,,1.0,
91,3.033333333333333,tracknet,ball,ball,1147,495,,,1.0,
92,3.066666666666667,tracknet,ball,ball,1143,482,,,1.0,
93,3.1,tracknet,ball,ball,1143,482,,,1.0,
94,3.1333333333333333,tracknet,ball,ball,1139,468,,,1.0,
95,3.1666666666666665,tracknet,ball,ball,1136,456,,,1.0,
96,3.2,tracknet,ball,ball,1132,447,,,1.0,
97,3.2333333333333334,tracknet,ball,ball,1127,439,,,1.0,
98,3.2666666666666666,tracknet,ball,ball,1126,433,,,1.0,
99,3.3,tracknet,ball,ball,1124,434,,,1.0,
100,3.3333333333333335,tracknet,ball,ball,1120,428,,,1.0,
101,3.3666666666666667,tracknet,ball,ball,1117,424,,,1.0,
102,3.4,tracknet,ball,ball,1112,425,,,1.0,
103,3.433333333333333,tracknet,ball,ball,1109,426,,,1.0,
104,3.466666666666667,tracknet,ball,ball,1105,429,,,1.0,
105,3.5,tracknet,ball,ball,1105,430,,,1.0,
106,3.533333333333333,tracknet,ball,ball,1102,434,,,1.0,
107,3.566666666666667,tracknet,ball,ball,1097,439,,,1.0,
108,3.6,tracknet,ball,ball,1094,448,,,1.0,
109,3.6333333333333333,tracknet,ball,ball,1089,458,,,1.0,
110,3.6666666666666665,tracknet,ball,ball,1084,470,,,1.0,
111,3.7,tracknet,ball,ball,1084,470,,,1.0,
112,3.7333333333333334,tracknet,ball,ball,1073,463,,,1.0,
113,3.7666666666666666,tracknet,ball,ball,1051,439,,,1.0,
114,3.8,tracknet,ball,ball,1029,420,,,1.0,
115,3.8333333333333335,tracknet,ball,ball,1009,410,,,1.0,
116,3.8666666666666667,tracknet,ball,ball,987,399,,,1.0,
117,3.9,tracknet,ball,ball,989,399,,,1.0,
118,3.933333333333333,tracknet,ball,ball,970,393,,,1.0,
119,3.966666666666667,tracknet,ball,ball,951,389,,,1.0,
120,4.0,tracknet,ball,ball,934,389,,,1.0,
121,4.033333333333333,tracknet,ball,ball,917,390,,,1.0,
122,4.066666666666666,tracknet,ball,ball,901,391,,,1.0,
123,4.1,tracknet,ball,ball,901,391,,,1.0,
124,4.133333333333334,tracknet,ball,ball,883,394,,,1.0,
125,4.166666666666667,tracknet,ball,ball,866,393,,,1.0,
126,4.2,tracknet,ball,ball,858,362,,,1.0,
127,4.233333333333333,tracknet,ball,ball,849,331,,,1.0,
128,4.266666666666667,tracknet,ball,ball,841,309,,,1.0,
129,4.3,tracknet,ball,ball,841,310,,,1.0,
130,4.333333333333333,tracknet,ball,ball,830,285,,,1.0,
131,4.366666666666666,tracknet,ball,ball,823,268,,,1.0,
132,4.4,tracknet,ball,ball,813,249,,,1.0,
133,4.433333333333334,tracknet,ball,ball,805,235,,,1.0,
134,4.466666666666667,tracknet,ball,ball,796,222,,,1.0,
135,4.5,tracknet,ball,ball,796,223,,,1.0,
136,4.533333333333333,tracknet,ball,ball,792,215,,,1.0,
137,4.566666666666666,tracknet,ball,ball,794,227,,,1.0,
138,4.6,tracknet,ball,ball,795,236,,,1.0,
139,4.633333333333334,tracknet,ball,ball,797,250,,,1.0,
140,4.666666666666667,tracknet,ball,ball,800,264,,,1.0,
141,4.7,tracknet,ball,ball,800,264,,,1.0,
142,4.733333333333333,tracknet,ball,ball,802,279,,,1.0,
143,4.766666666666667,tracknet,ball,ball,803,297,,,1.0,
144,4.8,tracknet,ball,ball,805,316,,,1.0,
145,4.833333333333333,tracknet,ball,ball,809,339,,,1.0,
146,4.866666666666666,tracknet,ball,ball,813,361,,,1.0,
147,4.9,tracknet,ball,ball,813,362,,,1.0,
148,4.933333333333334,tracknet,ball,ball,817,387,,,1.0,
149,4.966666666666667,tracknet,ball,ball,819,416,,,1.0,
150,5.0,tracknet,ball,ball,824,444,,,1.0,
151,5.033333333333333,tracknet,ball,ball,827,475,,,1.0,
152,5.066666666666666,tracknet,ball,ball,833,510,,,1.0,
153,5.1,tracknet,ball,ball,834,512,,,1.0,
154,5.133333333333334,tracknet,ball,ball,838,547,,,1.0,
155,5.166666666666667,tracknet,ball,ball,844,587,,,1.0,
156,5.2,tracknet,ball,ball,848,625,,,1.0,
157,5.233333333333333,tracknet,ball,ball,853,641,,,1.0,
158,5.266666666666667,tracknet,ball,ball,858,641,,,1.0,
159,5.3,tracknet,ball,ball,859,640,,,1.0,
160,5.333333333333333,tracknet,ball,ball,865,643,,,1.0,
161,5.366666666666666,tracknet,ball,ball,871,650,,,1.0,
162,5.4,tracknet,ball,ball,876,658,,,1.0,
163,5.433333333333334,tracknet,ball,ball,883,667,,,1.0,
164,5.466666666666667,tracknet,ball,ball,891,683,,,1.0,
165,5.5,tracknet,ball,ball,890,682,,,1.0,
166,5.533333333333333,tracknet,ball,ball,895,695,,,1.0,
167,5.566666666666666,tracknet,ball,ball,900,710,,,1.0,
168,5.6,tracknet,ball,ball,937,645,,,1.0,
169,5.633333333333334,tracknet,ball,ball,,,,,0.0,
170,5.666666666666667,tracknet,ball,ball,984,556,,,1.0,
171,5.7,tracknet,ball,ball,983,558,,,1.0,
172,5.733333333333333,tracknet,ball,ball,1006,517,,,1.0,
173,5.766666666666667,tracknet,ball,ball,1026,486,,,1.0,
174,5.8,tracknet,ball,ball,1045,460,,,1.0,
175,5.833333333333333,tracknet,ball,ball,1061,435,,,1.0,
176,5.866666666666666,tracknet,ball,ball,1077,415,,,1.0,
177,5.9,tracknet,ball,ball,1076,415,,,1.0,
178,5.933333333333334,tracknet,ball,ball,1091,397,,,1.0,
179,5.966666666666667,tracknet,ball,ball,1103,384,,,1.0,
180,6.0,tracknet,ball,ball,1116,373,,,1.0,
181,6.033333333333333,tracknet,ball,ball,1126,364,,,1.0,
182,6.066666666666666,tracknet,ball,ball,1138,357,,,1.0,
183,6.1,tracknet,ball,ball,1137,358,,,1.0,
184,6.133333333333334,tracknet,ball,ball,1147,351,,,1.0,
185,6.166666666666667,tracknet,ball,ball,1157,347,,,1.0,
186,6.2,tracknet,ball,ball,1164,347,,,1.0,
187,6.233333333333333,tracknet,ball,ball,1172,347,,,1.0,
188,6.266666666666667,tracknet,ball,ball,1180,347,,,1.0,
189,6.3,tracknet,ball,ball,1180,349,,,1.0,
190,6.333333333333333,tracknet,ball,ball,1186,348,,,1.0,
191,6.366666666666666,tracknet,ball,ball,1195,355,,,1.0,
192,6.4,tracknet,ball,ball,1201,359,,,1.0,
193,6.433333333333334,tracknet,ball,ball,1204,340,,,1.0,
194,6.466666666666667,tracknet,ball,ball,1208,323,,,1.0,
195,6.5,tracknet,ball,ball,1209,322,,,1.0,
196,6.533333333333333,tracknet,ball,ball,1212,307,,,1.0,
197,6.566666666666666,tracknet,ball,ball,1215,292,,,1.0,
198,6.6,tracknet,ball,ball,1220,277,,,1.0,
199,6.633333333333334,tracknet,ball,ball,1223,265,,,1.0,
200,6.666666666666667,tracknet,ball,ball,1226,256,,,1.0,
201,6.7,tracknet,ball,ball,1226,256,,,1.0,
202,6.733333333333333,tracknet,ball,ball,1231,248,,,1.0,
203,6.766666666666667,tracknet,ball,ball,1234,238,,,1.0,
204,6.8,tracknet,ball,ball,1235,235,,,1.0,
205,6.833333333333333,tracknet,ball,ball,1238,229,,,1.0,
206,6.866666666666666,tracknet,ball,ball,1243,224,,,1.0,
207,6.9,tracknet,ball,ball,1242,224,,,1.0,
208,6.933333333333334,tracknet,ball,ball,1243,222,,,1.0,
209,6.966666666666667,tracknet,ball,ball,,,,,0.0,
210,7.0,tracknet,ball,ball,,,,,0.0,
211,7.033333333333333,tracknet,ball,ball,,,,,0.0,
212,7.066666666666666,tracknet,ball,ball,,,,,0.0,
213,7.1,tracknet,ball,ball,,,,,0.0,
214,7.133333333333334,tracknet,ball,ball,,,,,0.0,
215,7.166666666666667,tracknet,ball,ball,,,,,0.0,
216,7.2,tracknet,ball,ball,,,,,0.0,
217,7.233333333333333,tracknet,ball,ball,,,,,0.0,
218,7.266666666666667,tracknet,ball,ball,1198,236,,,1.0,
219,7.3,tracknet,ball,ball,1201,239,,,1.0,
220,7.333333333333333,tracknet,ball,ball,1190,244,,,1.0,
221,7.366666666666666,tracknet,ball,ball,1185,250,,,1.0,
222,7.4,tracknet,ball,ball,1178,256,,,1.0,
223,7.433333333333334,tracknet,ball,ball,1171,263,,,1.0,
224,7.466666666666667,tracknet,ball,ball,1162,273,,,1.0,
225,7.5,tracknet,ball,ball,1163,273,,,1.0,
226,7.533333333333333,tracknet,ball,ball,1154,279,,,1.0,
227,7.566666666666666,tracknet,ball,ball,1143,290,,,1.0,
228,7.6,tracknet,ball,ball,1136,301,,,1.0,
229,7.633333333333334,tracknet,ball,ball,1127,312,,,1.0,
230,7.666666666666667,tracknet,ball,ball,1118,325,,,1.0,
231,7.7,tracknet,ball,ball,1118,325,,,1.0,
232,7.733333333333333,tracknet,ball,ball,1106,339,,,1.0,
233,7.766666666666667,tracknet,ball,ball,1094,354,,,1.0,
234,7.8,tracknet,ball,ball,1085,370,,,1.0,
235,7.833333333333333,tracknet,ball,ball,1075,383,,,1.0,
236,7.866666666666666,tracknet,ball,ball,1061,404,,,1.0,
237,7.9,tracknet,ball,ball,1060,406,,,1.0,
238,7.933333333333334,tracknet,ball,ball,1048,422,,,1.0,
239,7.966666666666667,tracknet,ball,ball,1037,442,,,1.0,
240,8.0,tracknet,ball,ball,1024,462,,,1.0,
241,8.033333333333333,tracknet,ball,ball,1010,487,,,1.0,
242,8.066666666666666,tracknet,ball,ball,997,511,,,1.0,
243,8.1,tracknet,ball,ball,997,511,,,1.0,
244,8.133333333333333,tracknet,ball,ball,984,535,,,1.0,
245,8.166666666666666,tracknet,ball,ball,969,562,,,1.0,
246,8.2,tracknet,ball,ball,955,589,,,1.0,
247,8.233333333333333,tracknet,ball,ball,940,614,,,1.0,
248,8.266666666666667,tracknet,ball,ball,925,646,,,1.0,
249,8.3,tracknet,ball,ball,925,645,,,1.0,
250,8.333333333333334,tracknet,ball,ball,915,651,,,1.0,
251,8.366666666666667,tracknet,ball,ball,904,644,,,1.0,
252,8.4,tracknet,ball,ball,894,641,,,1.0,
253,8.433333333333334,tracknet,ball,ball,884,638,,,1.0,
254,8.466666666666667,tracknet,ball,ball,872,636,,,1.0,
255,8.5,tracknet,ball,ball,873,636,,,1.0,
256,8.533333333333333,tracknet,ball,ball,862,636,,,1.0,
257,8.566666666666666,tracknet,ball,ball,850,638,,,1.0,
258,8.6,tracknet,ball,ball,839,643,,,1.0,
259,8.633333333333333,tracknet,ball,ball,827,649,,,1.0,
260,8.666666666666666,tracknet,ball,ball,816,655,,,1.0,
261,8.7,tracknet,ball,ball,816,655,,,1.0,
262,8.733333333333333,tracknet,ball,ball,812,608,,,1.0,
263,8.766666666666667,tracknet,ball,ball,811,557,,,1.0,
264,8.8,tracknet,ball,ball,809,511,,,1.0,
265,8.833333333333334,tracknet,ball,ball,808,474,,,1.0,
266,8.866666666666667,tracknet,ball,ball,805,445,,,1.0,
267,8.9,tracknet,ball,ball,805,445,,,1.0,
268,8.933333333333334,tracknet,ball,ball,803,419,,,1.0,
269,8.966666666666667,tracknet,ball,ball,802,395,,,1.0,
270,9.0,tracknet,ball,ball,800,380,,,1.0,
271,9.033333333333333,tracknet,ball,ball,796,367,,,1.0,
272,9.066666666666666,tracknet,ball,ball,793,355,,,1.0,
273,9.1,tracknet,ball,ball,794,357,,,1.0,
274,9.133333333333333,tracknet,ball,ball,791,348,,,1.0,
275,9.166666666666666,tracknet,ball,ball,787,342,,,1.0,
276,9.2,tracknet,ball,ball,783,338,,,1.0,
277,9.233333333333333,tracknet,ball,ball,781,335,,,1.0,
278,9.266666666666667,tracknet,ball,ball,778,336,,,1.0,
279,9.3,tracknet,ball,ball,778,336,,,1.0,
280,9.333333333333334,tracknet,ball,ball,775,337,,,1.0,
281,9.366666666666667,tracknet,ball,ball,774,338,,,1.0,
282,9.4,tracknet,ball,ball,769,319,,,1.0,
283,9.433333333333334,tracknet,ball,ball,770,298,,,1.0,
284,9.466666666666667,tracknet,ball,ball,767,280,,,1.0,
285,9.5,tracknet,ball,ball,768,282,,,1.0,
286,9.533333333333333,tracknet,ball,ball,765,266,,,1.0,
287,9.566666666666666,tracknet,ball,ball,763,252,,,1.0,
288,9.6,tracknet,ball,ball,761,241,,,1.0,
289,9.633333333333333,tracknet,ball,ball,758,230,,,1.0,
290,9.666666666666666,tracknet,ball,ball,757,220,,,1.0,
291,9.7,tracknet,ball,ball,755,221,,,1.0,
292,9.733333333333333,tracknet,ball,ball,757,218,,,1.0,
293,9.766666666666667,tracknet,ball,ball,761,221,,,1.0,
294,9.8,tracknet,ball,ball,763,230,,,1.0,
295,9.833333333333334,tracknet,ball,ball,768,236,,,1.0,
296,9.866666666666667,tracknet,ball,ball,,,,,0.0,
297,9.9,tracknet,ball,ball,,,,,0.0,
298,9.933333333333334,tracknet,ball,ball,,,,,0.0,
299,9.966666666666667,tracknet,ball,ball,,,,,0.0,
300,10.0,tracknet,ball,ball,,,,,0.0,
301,10.033333333333333,tracknet,ball,ball,788,309,,,1.0,
302,10.066666666666666,tracknet,ball,ball,792,326,,,1.0,
303,10.1,tracknet,ball,ball,793,329,,,1.0,
304,10.133333333333333,tracknet,ball,ball,796,347,,,1.0,
305,10.166666666666666,tracknet,ball,ball,800,374,,,1.0,
306,10.2,tracknet,ball,ball,805,402,,,1.0,
307,10.233333333333333,tracknet,ball,ball,808,430,,,1.0,
308,10.266666666666667,tracknet,ball,ball,812,463,,,1.0,
309,10.3,tracknet,ball,ball,812,462,,,1.0,
310,10.333333333333334,tracknet,ball,ball,818,493,,,1.0,
311,10.366666666666667,tracknet,ball,ball,,,,,0.0,
312,10.4,tracknet,ball,ball,,,,,0.0,
313,10.433333333333334,tracknet,ball,ball,830,503,,,1.0,
314,10.466666666666667,tracknet,ball,ball,835,486,,,1.0,
315,10.5,tracknet,ball,ball,836,487,,,1.0,
316,10.533333333333333,tracknet,ball,ball,840,470,,,1.0,
317,10.566666666666666,tracknet,ball,ball,844,454,,,1.0,
318,10.6,tracknet,ball,ball,847,441,,,1.0,
319,10.633333333333333,tracknet,ball,ball,851,430,,,1.0,
320,10.666666666666666,tracknet,ball,ball,854,421,,,1.0,
321,10.7,tracknet,ball,ball,854,421,,,1.0,
322,10.733333333333333,tracknet,ball,ball,857,414,,,1.0,
323,10.766666666666667,tracknet,ball,ball,861,413,,,1.0,
324,10.8,tracknet,ball,ball,863,432,,,1.0,
325,10.833333333333334,tracknet,ball,ball,865,449,,,1.0,
326,10.866666666666667,tracknet,ball,ball,867,470,,,1.0,
327,10.9,tracknet,ball,ball,866,468,,,1.0,
328,10.933333333333334,tracknet,ball,ball,868,483,,,1.0,
329,10.966666666666667,tracknet,ball,ball,871,468,,,1.0,
330,11.0,tracknet,ball,ball,872,456,,,1.0,
331,11.033333333333333,tracknet,ball,ball,873,446,,,1.0,
332,11.066666666666666,tracknet,ball,ball,874,436,,,1.0,
333,11.1,tracknet,ball,ball,874,435,,,1.0,
334,11.133333333333333,tracknet,ball,ball,877,427,,,1.0,
335,11.166666666666666,tracknet,ball,ball,878,421,,,1.0,
336,11.2,tracknet,ball,ball,879,415,,,1.0,
337,11.233333333333333,tracknet,ball,ball,880,414,,,1.0,
338,11.266666666666667,tracknet,ball,ball,880,407,,,1.0,
339,11.3,tracknet,ball,ball,,,,,0.0,
340,11.333333333333334,tracknet,ball,ball,,,,,0.0,
341,11.366666666666667,tracknet,ball,ball,,,,,0.0,
342,11.4,tracknet,ball,ball,872,418,,,1.0,
343,11.433333333333334,tracknet,ball,ball,868,416,,,1.0,
344,11.466666666666667,tracknet,ball,ball,865,416,,,1.0,
345,11.5,tracknet,ball,ball,863,417,,,1.0,
346,11.533333333333333,tracknet,ball,ball,860,420,,,1.0,
347,11.566666666666666,tracknet,ball,ball,857,426,,,1.0,
348,11.6,tracknet,ball,ball,857,427,,,1.0,
349,11.633333333333333,tracknet,ball,ball,853,434,,,1.0,
350,11.666666666666666,tracknet,ball,ball,851,443,,,1.0,
351,11.7,tracknet,ball,ball,848,452,,,1.0,
352,11.733333333333333,tracknet,ball,ball,845,466,,,1.0,
353,11.766666666666667,tracknet,ball,ball,844,475,,,1.0,
354,11.8,tracknet,ball,ball,,,,,0.0,
355,11.833333333333334,tracknet,ball,ball,899,445,,,1.0,
356,11.866666666666667,tracknet,ball,ball,944,426,,,1.0,
357,11.9,tracknet,ball,ball,978,410,,,1.0,
358,11.933333333333334,tracknet,ball,ball,1010,397,,,1.0,
359,11.966666666666667,tracknet,ball,ball,1038,389,,,1.0,
360,12.0,tracknet,ball,ball,1036,388,,,1.0,
361,12.033333333333333,tracknet,ball,ball,1061,383,,,1.0,
362,12.066666666666666,tracknet,ball,ball,1078,380,,,1.0,
363,12.1,tracknet,ball,ball,1097,379,,,1.0,
364,12.133333333333333,tracknet,ball,ball,1110,380,,,1.0,
365,12.166666666666666,tracknet,ball,ball,1125,382,,,1.0,
366,12.2,tracknet,ball,ball,1125,381,,,1.0,
367,12.233333333333333,tracknet,ball,ball,1138,386,,,1.0,
368,12.266666666666667,tracknet,ball,ball,1148,392,,,1.0,
369,12.3,tracknet,ball,ball,1154,398,,,1.0,
370,12.333333333333334,tracknet,ball,ball,1163,385,,,1.0,
371,12.366666666666667,tracknet,ball,ball,1175,355,,,1.0,
372,12.4,tracknet,ball,ball,1174,357,,,1.0,
373,12.433333333333334,tracknet,ball,ball,1186,327,,,1.0,
374,12.466666666666667,tracknet,ball,ball,1191,308,,,1.0,
375,12.5,tracknet,ball,ball,1200,286,,,1.0,
376,12.533333333333333,tracknet,ball,ball,1210,269,,,1.0,
377,12.566666666666666,tracknet,ball,ball,1216,248,,,1.0,
378,12.6,tracknet,ball,ball,1216,250,,,1.0,
379,12.633333333333333,tracknet,ball,ball,1221,235,,,1.0,
380,12.666666666666666,tracknet,ball,ball,1225,223,,,1.0,
381,12.7,tracknet,ball,ball,1233,212,,,1.0,
382,12.733333333333333,tracknet,ball,ball,1238,201,,,1.0,
383,12.766666666666667,tracknet,ball,ball,1244,190,,,1.0,
384,12.8,tracknet,ball,ball,,,,,0.0,
385,12.833333333333334,tracknet,ball,ball,1249,186,,,1.0,
386,12.866666666666667,tracknet,ball,ball,1254,179,,,1.0,
387,12.9,tracknet,ball,ball,1256,176,,,1.0,
388,12.933333333333334,tracknet,ball,ball,1261,175,,,1.0,
389,12.966666666666667,tracknet,ball,ball,1266,173,,,1.0,
390,13.0,tracknet,ball,ball,1266,173,,,1.0,
391,13.033333333333333,tracknet,ball,ball,1268,174,,,1.0,
392,13.066666666666666,tracknet,ball,ball,1271,175,,,1.0,
393,13.1,tracknet,ball,ball,1274,176,,,1.0,
394,13.133333333333333,tracknet,ball,ball,1266,172,,,1.0,
395,13.166666666666666,tracknet,ball,ball,,,,,0.0,
396,13.2,tracknet,ball,ball,,,,,0.0,
397,13.233333333333333,tracknet,ball,ball,,,,,0.0,
398,13.266666666666667,tracknet,ball,ball,,,,,0.0,
399,13.3,tracknet,ball,ball,1203,158,,,1.0,
400,13.333333333333334,tracknet,ball,ball,1188,156,,,1.0,
401,13.366666666666667,tracknet,ball,ball,1174,157,,,1.0,
402,13.4,tracknet,ball,ball,1174,157,,,1.0,
403,13.433333333333334,tracknet,ball,ball,1158,158,,,1.0,
404,13.466666666666667,tracknet,ball,ball,1141,165,,,1.0,
405,13.5,tracknet,ball,ball,1126,170,,,1.0,
406,13.533333333333333,tracknet,ball,ball,1111,179,,,1.0,
407,13.566666666666666,tracknet,ball,ball,1094,189,,,1.0,
408,13.6,tracknet,ball,ball,1094,188,,,1.0,
409,13.633333333333333,tracknet,ball,ball,1076,199,,,1.0,
410,13.666666666666666,tracknet,ball,ball,1063,212,,,1.0,
411,13.7,tracknet,ball,ball,1044,228,,,1.0,
412,13.733333333333333,tracknet,ball,ball,1027,245,,,1.0,
413,13.766666666666667,tracknet,ball,ball,1012,264,,,1.0,
414,13.8,tracknet,ball,ball,1014,264,,,1.0,
415,13.833333333333334,tracknet,ball,ball,995,286,,,1.0,
416,13.866666666666667,tracknet,ball,ball,980,310,,,1.0,
417,13.9,tracknet,ball,ball,962,337,,,1.0,
418,13.933333333333334,tracknet,ball,ball,944,366,,,1.0,
419,13.966666666666667,tracknet,ball,ball,931,394,,,1.0,
420,14.0,tracknet,ball,ball,932,393,,,1.0,
421,14.033333333333333,tracknet,ball,ball,913,425,,,1.0,
422,14.066666666666666,tracknet,ball,ball,896,461,,,1.0,
423,14.1,tracknet,ball,ball,880,495,,,1.0,
424,14.133333333333333,tracknet,ball,ball,865,536,,,1.0,
425,14.166666666666666,tracknet,ball,ball,849,577,,,1.0,
426,14.2,tracknet,ball,ball,850,574,,,1.0,
427,14.233333333333333,tracknet,ball,ball,835,619,,,1.0,
428,14.266666666666667,tracknet,ball,ball,816,668,,,1.0,
429,14.3,tracknet,ball,ball,805,703,,,1.0,
430,14.333333333333334,tracknet,ball,ball,790,691,,,1.0,
431,14.366666666666667,tracknet,ball,ball,776,676,,,1.0,
432,14.4,tracknet,ball,ball,778,678,,,1.0,
433,14.433333333333334,tracknet,ball,ball,764,669,,,1.0,
